date;Afghanistan;Albania;Algeria;Andorra;Angola;Antigua and Barbuda;Argentina;Armenia;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Brazil;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Eswatini;Ethiopia;Fiji;Finland;France;Gabon;Gambia;Georgia;Germany;Ghana;Greece;Grenada;Guatemala;Guinea;Guinea-Bissau;India;Indonesia;Iran;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Nigeria;North Macedonia;Norway;Oman;Pakistan;Poland;Portugal;Qatar;Romania;Russia;Rwanda;Saint Kitts and Nevis;Saint Lucia;Saint Vincent and the Grenadines;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovakia;Slovenia;Somalia;South Africa;Spain;Sri Lanka;Sudan;Suriname;Sweden;Switzerland;Syria;Tajikistan;Tanzania;Thailand;Timor-Leste;Togo;Trinidad and Tobago;Tunisia;Turkey;US;Uganda;Ukraine;United Arab Emirates;United Kingdom;Uruguay;Uzbekistan;Venezuela;Vietnam;West Bank and Gaza;Western Sahara;Yemen;Zambia;Zimbabwe;Afghanistan_fitted;Albania_fitted;Algeria_fitted;Andorra_fitted;Angola_fitted;Antigua and Barbuda_fitted;Argentina_fitted;Armenia_fitted;Australia_fitted;Austria_fitted;Azerbaijan_fitted;Bahamas_fitted;Bahrain_fitted;Bangladesh_fitted;Barbados_fitted;Belarus_fitted;Brazil_fitted;Dominica_fitted;Dominican Republic_fitted;Ecuador_fitted;Egypt_fitted;El Salvador_fitted;Equatorial Guinea_fitted;Eritrea_fitted;Estonia_fitted;Eswatini_fitted;Ethiopia_fitted;Fiji_fitted;Finland_fitted;France_fitted;Gabon_fitted;Gambia_fitted;Georgia_fitted;Germany_fitted;Ghana_fitted;Greece_fitted;Grenada_fitted;Guatemala_fitted;Guinea_fitted;Guinea-Bissau_fitted;India_fitted;Indonesia_fitted;Iran_fitted;Kuwait_fitted;Kyrgyzstan_fitted;Laos_fitted;Latvia_fitted;Lebanon_fitted;Lesotho_fitted;Liberia_fitted;Libya_fitted;Liechtenstein_fitted;Lithuania_fitted;Nigeria_fitted;North Macedonia_fitted;Norway_fitted;Oman_fitted;Pakistan_fitted;Poland_fitted;Portugal_fitted;Qatar_fitted;Romania_fitted;Russia_fitted;Rwanda_fitted;Saint Kitts and Nevis_fitted;Saint Lucia_fitted;Saint Vincent and the Grenadines_fitted;San Marino_fitted;Sao Tome and Principe_fitted;Saudi Arabia_fitted;Senegal_fitted;Serbia_fitted;Seychelles_fitted;Sierra Leone_fitted;Singapore_fitted;Slovakia_fitted;Slovenia_fitted;Somalia_fitted;South Africa_fitted;Spain_fitted;Sri Lanka_fitted;Sudan_fitted;Suriname_fitted;Sweden_fitted;Switzerland_fitted;Syria_fitted;Tajikistan_fitted;Tanzania_fitted;Thailand_fitted;Timor-Leste_fitted;Togo_fitted;Trinidad and Tobago_fitted;Tunisia_fitted;Turkey_fitted;US_fitted;Uganda_fitted;Ukraine_fitted;United Arab Emirates_fitted;United Kingdom_fitted;Uruguay_fitted;Uzbekistan_fitted;Venezuela_fitted;Vietnam_fitted;West Bank and Gaza_fitted;Western Sahara_fitted;Yemen_fitted;Zambia_fitted;Zimbabwe_fitted
5/23/20;9998;989;8113;762;61;25;11353;6302;7114;16486;3982;100;8802;32078;92;35244;347398;16;14422;36258;16513;1819;960;39;1821;238;494;18;6568;182694;1934;25;728;179986;6617;2876;22;3054;3176;1114;131423;21745;133521;20464;1365;19;1046;1097;2;255;75;82;1616;7526;1941;8346;7257;54601;20931;30471;42213;17857;335882;325;15;18;18;665;251;70161;2976;11092;11;621;31068;1504;1468;1594;21343;235290;1089;3628;11;34171;30725;70;2738;509;3040;24;373;116;1048;155686;1630476;198;20580;28704;245682;764;3115;1010;325;423;6;212;920;56;4250.813445190099;1153.911491475683;5863.86004451897;724.9987407392335;94.05199410926046;37.70692079205388;11622.381788019109;5193.276987305338;9289.740665091394;16605.81634669323;4772.4433309879605;140.44706988630958;5296.450572942258;6425.769560073202;87.78287303645024;13228.584321529392;183892.28520558614;17.017736246016288;10776.618827824523;22548.15872405985;12227.089779444288;890.182621658144;176.8387838421154;75.11542369327503;1680.627750765325;101.11466105313788;606.2659217876949;19.198560828731196;5256.200565080741;143773.5443182987;428.00262680141236;53.1363211953716;500.06344216400487;164066.23866925723;2786.394593043942;3189.014070265077;19.9721313171617;1435.9834758858594;1180.9010879825635;256.4472557340113;101000.70435052527;15105.579831442554;137539.45191013193;6983.769213805998;2019.9770550552685;18.90214765454345;1048.6055263538203;1602.5916741172653;0.0;212.1436533717603;171.3272128622427;83.83844137620575;1384.1217943725158;2612.758207757612;2365.7112514413857;7720.973714966879;4725.9196970177645;36106.273819288464;15477.706924095944;28119.73699534122;17602.304300405678;13814.80925902051;104178.29765768953;424.5723113826847;14.521832121741934;17.968139678159005;21.37172801922884;571.1980176782448;27.49772935043209;28801.521939388167;1369.3954163735928;8182.302482188682;29.28211824244471;46.60465339916311;11410.834714510043;1190.0679593658117;1519.4518429206778;226.95955532133934;20032.038623919878;216589.15858898297;739.9374881328772;295.209222185251;68.33070551872315;29729.030054723924;29941.759773044232;99.89253885353685;0.0;164.28350358858822;2953.974851610486;8.565536150834346;209.5914809299625;251.7728752744776;1103.4255108822686;8703.193996812977;1380836.341983896;175.03271549935826;10016.644434194;14925.04729561947;188138.07806432425;707.9100436446507;3090.3888815643886;1198.282841937868;374.5625504706295;1134.855850301115;7.0654892500325;20.79529188528144;285.2877234545412;118.41038455846073
5/24/20;10582;998;8306;762;69;25;12076;6661;7114;16503;4122;100;9138;33610;92;36198;363211;16;14801;36756;17265;1915;960;39;1823;250;582;18;6579;182709;1934;25;730;180328;6683;2878;22;3424;3275;1114;138536;22271;135701;21302;1403;19;1047;1114;2;265;75;82;1623;7839;1978;8352;7770;56349;21326;30623;43714;18070;344481;327;15;18;18;665;251;72560;3047;11159;11;707;31616;1509;1468;1594;22583;235772;1141;3820;11;34381;30736;86;2929;509;3040;24;381;116;1051;156827;1651289;198;20986;29485;247037;769;3164;1121;325;423;9;222;920;56;4455.345290898894;1180.830918809728;6024.295551574481;728.2427092176497;97.67863681046394;38.20222363933195;12120.06096359602;5398.166779768851;9375.932079853346;16678.956439545014;4940.442817942424;144.22962180721552;5499.673233174848;6831.443965412119;88.31415768997924;13772.217418907549;193459.80373020348;17.042741247494202;11121.473110129937;23133.017863600267;12755.294421192322;933.5882438203118;186.619095401762;76.50663503462833;1689.6250007100678;106.34282897910974;637.6965692377192;19.280778772112896;5318.77553285539;145132.8568231834;450.99892076828166;55.424609572892194;508.26490592801935;165015.30576346576;2914.333833909437;3221.5879459698112;20.105911762537403;1518.069852959854;1223.8088029616526;267.9914736973938;106960.14824884376;15595.854820670113;139598.86085477076;7282.1293585993035;2098.155376575033;18.92416951320985;1058.2505336125728;1639.3025691024854;0.0;219.455854491741;179.5233019209613;83.95704953420928;1394.0176593015933;2745.0707612657297;2428.0984557842407;7752.853446264132;4970.872728421317;37740.786599554114;15793.49059448418;28463.124024490273;18366.562585075728;14089.455015564174;109150.28452092454;437.1288467358017;14.575924475265513;18.04335654902948;21.654518953823324;576.3257405559451;28.7813816182284;30140.436602230508;1420.8732794197376;8346.78532039678;29.942224839182437;48.59652281962766;11829.54845180397;1204.0753774437937;1528.374898812987;239.94310341813747;21141.312049245986;218047.78558074593;762.0471309785308;314.9960438971686;71.51912483069256;30409.425416091155;30056.414883889265;103.23921084658454;0.0;170.28586780128703;2963.188135189736;8.8422536561957;214.5928427544863;256.5459751078016;1116.0213863676138;7638.20321802086;1410509.9322947282;180.08296970103186;10345.813019737543;15395.880490161508;190946.74700699755;713.7538469435741;3192.904928418496;1251.7625850907546;377.90193466154676;1174.2120675409546;7.145344811423384;22.348318390149576;298.85820108532357;124.55256230098031
5/25/20;11173;1004;8503;763;70;25;12628;7113;7126;16539;4271;100;9171;35585;92;37144;374898;16;15073;37355;17967;1983;1043;39;1824;256;655;18;6599;183067;2135;25;731;180600;6808;2882;23;3760;3275;1178;144950;22750;137724;21967;1433;19;1049;1119;2;265;75;82;1635;8068;1999;8364;7770;57705;21631;30788;45465;18283;353427;336;15;18;18;666;299;74795;3130;11193;11;735;31960;1511;1469;1689;23615;235400;1182;3976;11;34871;30746;106;3100;509;3042;24;386;116;1051;157814;1670280;222;21245;30307;248650;787;3189;1177;326;423;9;233;920;56;4669.136003636333;1208.3570665807931;6188.78976922492;731.5011344328618;101.44322800722422;38.702105445708774;12638.780509504322;5610.567112791866;9462.923188130128;16752.41734277484;5113.878677800589;148.11404625655214;5710.213868282901;7262.412717470921;88.84845063948839;14335.762662677662;203502.9998369584;17.067782989993592;11476.599415283416;23730.88456106323;13304.6643289772;979.0686082293246;196.93018111331008;77.92117187587262;1698.61031798471;111.83807543651969;670.6862962333106;19.36328570529747;5381.412708108781;146501.2306612688;475.19818890071576;57.81091700023157;516.5702018844263;165963.83788757323;3047.934229317877;3254.4944006597566;20.238719395342446;1604.7965315300412;1268.1551271016463;280.02265570348925;113252.76478632704;16101.293794632616;141679.3713987569;7592.6134282093635;2178.5941890407726;18.94621702047503;1067.8129617828652;1676.854348499982;0.0;226.995304813234;188.11040661608774;84.07581908280014;1403.983957197223;2883.898488780938;2491.964697547825;7784.744207160932;5228.133293121991;39443.73699403395;16114.733365322549;28808.622959317767;19161.097187790285;14369.376296857801;114341.63373960809;450.0276138936555;14.629623623587428;18.1187794953403;21.94031661149528;581.4272346490974;30.124272247926672;31538.031005993824;1474.1682593608405;8513.97562719947;30.61523577563494;50.673094161531175;12261.69303660062;1218.2476664612368;1537.3500729221885;253.64503589417228;22310.736310336244;219515.65336036248;784.711374230302;336.0942555571298;74.85538734135135;31100.905725431825;30170.959580873252;106.69779383578438;0.0;176.46677356560127;2972.330352550033;9.126048643422207;219.70549625236313;261.40157611731246;1128.7610009294253;6699.964503642601;1440681.9049041846;185.27893991520514;10685.335729927145;15879.419843563146;193768.0674548462;719.6455110675556;3298.6928499986434;1307.4002328757979;381.27108567309546;1214.909114344965;7.225180597921208;24.01673233781829;313.06620655671816;131.01032884294094
5/26/20;11831;1029;8697;763;70;25;13228;7402;7139;16557;4403;100;9366;36751;92;38059;391222;16;15264;37355;18756;2042;1043;39;1834;261;701;18;6628;182847;2238;25;732;181200;7117;2892;23;3954;3275;1178;150793;23165;139511;22575;1468;19;1053;1140;2;266;77;82;1639;8344;2014;8383;8118;59151;22074;31007;47207;18429;362342;339;15;18;18;666;441;76726;3161;11227;11;754;32343;1513;1469;1711;24264;236259;1319;3976;11;35617;30761;121;3266;509;3045;24;391;116;1051;158762;1689163;253;21584;31086;250309;789;3290;1211;327;429;9;249;920;56;4892.546194250407;1236.50259207755;6357.426497015551;734.7740802881252;105.35086513298768;39.20655045729238;13179.406221228825;5830.7060133579835;9550.721409703183;16826.200451723296;5292.891577997193;152.10308687657715;5928.297690904365;7720.211596894055;89.38576632390951;14919.738286444397;214043.17093701253;17.092861527499615;11842.252901508884;24341.928683449198;13875.898421053304;1026.7186887050464;207.79968562618728;79.35933014226981;1707.5826864414978;117.61369823307119;705.3048378346613;19.446082054545702;5444.088941578291;147878.64719397188;500.65972844324887;60.299395854589264;524.9795253582932;166911.7343502202;3187.4259857726242;3287.7368269820067;20.37051078006284;1696.4196793281578;1313.9791114573075;292.5582573615377;119894.93076778;16622.315665655242;143780.87602693465;7915.658949619165;2261.2924403079296;18.968290206193256;1077.2874515163126;1715.2662705266762;0.0;234.76725833129893;197.10707593738948;84.19475022310475;1414.0211847794294;3029.54278345111;2557.3358042745244;7816.644572028355;5498.278056631752;41217.46626226797;16441.48665488921;29156.184908706404;19986.842664245156;14654.666948682616;119760.2542734208;463.2761355242127;14.682921549224016;18.194408022603046;22.229131561695215;586.5003563343722;31.529069234013736;32996.533375108265;1529.3352509607503;8683.891835310798;31.30130782731626;52.83793164814022;12707.54835476814;1232.5867669858822;1546.3776663255885;268.102199029915;23543.42748127494;220992.81255806363;807.937264040275;358.5887056714963;78.34625899959107;31803.421091031603;30285.387328388017;110.2720155970774;0.0;182.82826582207628;2981.400373765484;9.416968921422683;224.93151770288299;266.34078683279466;1141.645993833356;5874.232566257513;1471354.7692119163;190.62483051497924;11035.506897143388;16375.863480490667;196600.99833120423;725.585421678889;3407.8482632423325;1365.2612063741362;384.67026869793693;1256.9909650805475;7.304965492022722;25.809014466181377;327.9409085088319;137.7995771107755
5/27/20;12456;1050;8857;763;71;25;13933;7774;7150;16591;4568;100;9692;38292;92;38956;411821;16;15723;38103;19666;2109;1043;39;1840;272;731;18;6692;183038;2319;25;735;181524;7303;2903;23;4145;3275;1195;158086;23851;141591;23267;1520;19;1057;1161;2;266;99;82;1647;8733;2039;8401;8373;61227;22473;31292;48947;18594;370680;346;15;18;18;667;443;78541;3253;11275;11;782;32876;1515;1471;1731;25937;236259;1469;4346;12;36417;30776;121;3424;509;3054;24;395;116;1051;159797;1707445;281;21905;31969;252118;803;3369;1245;327;434;9;256;1057;132;5125.9445423119005;1265.2803665623412;6530.290172886784;738.0616109652544;109.40682215313937;39.71554080337895;13742.83742947612;6058.814492681811;9639.334233127713;16900.307167686304;5477.623190888921;156.19956120420997;6154.153715638072;8206.464194518232;89.92611921862118;15524.65697862328;225102.31789633492;17.117976914076756;12218.691568935224;24966.315319471174;14469.704959210663;1076.6373847987775;219.25656075689682;80.82140578682134;1716.5410813843612;123.68362002347816;741.6242148793996;19.529168240688755;5506.780527606038;149265.08582010365;527.4453539743455;62.89437033481043;533.4930241384155;167858.89358844637;3333.0467369168705;3321.3186521930415;20.5012423235613;1793.2088853487958;1361.3201503224243;305.61606442626925;126903.55375638534;17159.347578642184;145903.25426459874;8251.71417463998;2346.2423369926983;18.99038910025352;1086.6686128702388;1754.55803412439;0.0;242.77695275710445;206.53272847988268;84.31384315644651;1424.1298421984202;3182.3169501037046;2624.2375157099414;7848.553103038611;5781.906191128146;43064.34605681949;16773.800340202342;29505.75896911048;20844.737773819215;14945.422171800243;125414.16285320949;476.88198524243927;14.735810245919085;18.27024161628736;22.52097370927838;591.542941569215;32.99855440313055;34518.2227000565;1586.4300586294878;8856.55125443976;32.00059474635222;55.094746203908805;13167.38773752478;1247.094642416904;1555.4579817970555;283.3529869879287;24842.646496049903;222479.31397684547;831.7314575889714;382.56944604210577;81.99880682775415;32516.907422935372;30399.691553566932;113.96572712999871;0.0;189.37212517243677;2990.3970724777273;9.715051920738647;230.27300166875003;271.3647177997894;1154.6780230247957;5148.162342758886;1502530.7942703972;196.12496717173258;11396.627105391462;16885.402262502834;199444.4628328697;731.5739674367056;3520.4689665485853;1425.4108089267318;388.0997512785842;1300.5029147040036;7.384667702767656;27.734254505809442;343.5127338517249;144.93696558122198
5/28/20;13036;1076;8997;763;74;25;14702;8216;7165;16628;4759;101;10052;40321;92;39858;438238;16;16068;38471;20793;2194;1043;39;1851;279;831;18;6743;186364;2431;25;738;182196;7303;2906;23;4348;3553;1195;165386;24538;143849;24112;1594;19;1061;1168;2;269;105;82;1656;8915;2077;8411;9009;64028;22825;31596;50914;18791;379051;349;15;18;25;670;458;80185;3348;11300;11;812;33249;1520;1473;1828;27403;237906;1530;4346;12;37191;30796;122;3563;509;3065;24;422;116;1068;160979;1730260;317;22382;32532;253854;811;3444;1325;327;446;9;278;1057;149;5369.707325279157;1294.703475326846;6707.465796688959;741.3637909243517;113.61655474831088;40.22905640537275;14330.008123159405;6295.1261660819155;9728.769216067112;16974.73889803983;5668.215930261117;160.4063626879422;6388.014552308352;8722.886254779072;90.46952383516056;16151.023857407768;236703.14160456823;17.14312920386894;12606.17612724462;25604.204285411575;15086.800150673482;1128.9276334328456;231.33110989650578;82.30769434345788;1725.4844697052595;130.06241438224816;779.7187201231775;19.612544679054363;5569.463212399656;150660.52394526178;555.6194585917422;65.6003432118557;542.1107982781595;168805.21325156876;3485.0416014787784;3355.2433384401356;20.63087035549611;1895.4477682503293;1410.217921173265;319.21417007820963;134296.05236709162;17712.824758025094;148046.3724618322;8601.238043067648;2433.4288206589613;19.01251373257956;1095.9510308539059;1794.7497892916026;0.0;251.0295980200084;216.40769203523618;84.43309808434574;1434.3104330563858;3342.546443395176;2692.6954251097322;7880.468350504205;6079.639747725426;44986.77239183717;17111.72270371604;29857.292179911794;21735.722842192725;15241.738535772405;131311.46579800034;490.85277713449517;14.788281729156292;18.34627974912182;22.81585226884545;596.5528084863544;34.53562763956042;36105.42697816362;1645.5093667135604;9031.970004586312;32.71324709548897;57.447401196145556;13641.476796190393;1261.7732792508118;1564.5913238190585;299.43735252208705;26211.803710434688;223975.2085887882;856.100183245328;408.1320077680388;85.82041150423944;33241.285856957926;30513.865800139265;117.78290662394782;0.0;196.09984026261063;2999.319326296485;10.020323829640086;235.732059957655;276.4744801089051;1167.858765296779;4510.2212503897035;1534211.9973393658;201.7838003539463;11769.003105181058;17408.21886645744;202297.3486681541;737.6115400010694;3636.654953156296;1487.9139505409598;391.55980344906783;1345.4916101360975;7.464254800375494;29.802192654313725;359.8134144651087;152.4399520465766
5/29/20;13659;1099;9134;764;81;25;15419;8676;7184;16655;4989;102;10449;42844;92;40764;465166;16;16531;38571;22082;2278;1306;39;1859;279;968;18;6776;186923;2613;25;746;182922;7616;2909;23;4607;3656;1256;173491;25216;146668;25184;1662;19;1064;1172;2;273;118;82;1662;9302;2129;8422;9820;66457;23155;31946;52907;18982;387623;355;15;18;26;671;463;81766;3429;11354;11;829;33860;1520;1473;1828;29240;238564;1558;4521;12;37964;30828;122;3686;509;3076;24;428;116;1071;162120;1754764;329;22811;33170;255362;816;3468;1370;328;446;9;283;1057;149;5624.217847357256;1324.785222552205;6889.03883102769;744.6806849055555;117.98570536493061;40.74707494362518;14941.88809232943;6539.876858310473;9819.033986553704;17049.497056187596;5864.812689634715;164.72646268390713;6630.116209259286;9271.290125454187;91.01599472093501;16799.33394163925;248869.0330183465;17.168318451099662;13004.96971698282;26255.74961251705;15727.906979006792;1183.6965334368651;244.0550359409838;83.81849072249535;1734.411810006676;136.76533162440873;819.6648814490015;19.696211779400297;5632.112203573639;152064.93694914738;585.2490636527284;68.422002808825;550.8328979228615;169750.59011911045;3643.6631432980143;3389.51438310204;20.759351105207838;2003.434607598428;1460.7123163553133;333.3709381434699;142090.33310865267;18283.190353871898;150210.08347945468;8964.699952729408;2522.8289854081495;19.034664133129887;1105.1292708634564;1835.8621481433358;0.0;259.53036287687;226.75324511737676;84.55251520851982;1444.5634644294412;3510.5690771328213;2762.7349923577585;7912.388852738848;6392.124021918616;46987.160629233826;17455.30028417001;30210.729511407746;22660.73641948208;15543.71399228927;137460.3408338871;505.19615991870785;14.840328031228548;18.42252188138557;23.113775756851624;601.5277559766233;36.14331128328217;37760.51996085049;1706.6306769647756;9210.162947672969;33.439411784051124;59.89991836603788;14130.071980205572;1276.6246873500684;1573.777998594215;316.3968285266062;27654.46382265095;225480.54753426908;881.0491983636938;435.3776919945021;89.81878038991965;33976.46232766885;30627.903050960147;121.72766359326907;0.0;203.0125791147481;3008.1660171247995;10.332798708205463;241.31082089832316;281.67118546140273;1181.1899165350042;3950.0930667742464;1566400.134307213;207.6059089933861;12152.947782974967;17944.48685822595;205158.50848418448;743.6985340965261;3756.508413928456;1552.8348936090943;395.0506976675231;1392.0050809034321;7.54369372442684;32.023263506428975;376.8760335023536;160.32682781336183
5/30/20;14525;1122;9267;764;84;25;16214;8927;7192;16685;5246;102;10793;44608;92;41658;498440;16;16908;38571;23449;2395;1306;39;1865;283;1063;18;6826;188752;2655;25;757;183189;7768;2915;23;4739;3706;1256;181827;25773;148950;26192;1722;19;1065;1191;2;280;130;82;1670;9855;2164;8437;10423;69496;23571;32203;55262;19133;396575;359;15;18;26;671;479;83384;3535;11381;11;852;34366;1521;1473;1916;30967;239228;1620;4800;14;38396;30845;122;3807;509;3077;24;433;117;1076;163103;1779214;413;23204;33896;256469;821;3546;1459;328;447;9;310;1057;174;5889.86574533451;1355.5391309055758;7075.095159263303;748.0123579303005;122.52010866082654;41.269571800821616;15579.484059538012;6793.304246384041;9910.13624341581;17124.58306151036;6067.556624593804;169.1629125661154;6880.697747652112;9853.5891953106;91.56554645848342;17470.069836808136;261624.06240271343;17.19354471007208;13415.337542046018;26921.098986400364;16393.753239236674;1241.0554619491236;257.46148615172336;85.35408931871928;1743.3220536008685;143.80832447874718;861.5414079205568;19.780169945847874;5694.702181350058;153478.2981531466;616.4038746793044;71.36423021748956;559.6593205128947;170694.92013298004;3809.1714406799906;3424.135319163082;20.886640713708342;2117.483007843825;1512.8433667334803;348.10497804784075;150304.75912156695;18870.895464218538;152394.22653758212;9342.579244846984;2614.4115168567337;19.056840331897845;1114.1978840823058;1877.9161941171415;0.0;268.28435823053377;237.59166059683287;84.67209473088319;1454.8894468897047;3686.7352569783466;2834.3814737349;7944.313135976667;6720.0277526897835;49067.939063760816;17804.5777283991;30566.013847124137;23620.712451399584;15851.447877685021;143869.00973917803;519.9198073668822;14.891941200193829;18.498967460395246;23.414751960953648;606.4655657883781;37.82475454447718;39485.91806831045;1769.8522305458514;9391.143617783968;34.17923172639878;62.45648398664903;14633.419167260156;1291.6509002156915;1583.0183140523923;334.2745348313649;29174.35047297011;226995.3821211759;906.5837463945248;464.4138632509571;94.00196094584429;34722.32678007425;30741.796894316583;125.80424315928809;0.0;210.11116047443232;3016.9360313927104;10.652477585756442;247.01142810179235;286.95594541084364;1194.673191932886;3458.578591186724;1599096.6901644296;213.59600412261312;12548.780184427414;18494.36967559773;208026.76080516507;749.8353475179837;3880.133725159805;1620.2369283072333;398.57270875401315;1440.0927686730754;7.622950800054446;34.40864267066937;394.7350750667865;168.61675217621055
5/31/20;15205;1137;9394;764;86;26;16851;9282;7202;16731;5494;102;11398;47153;92;42556;514849;16;17285;39098;24985;2517;1306;39;1869;285;1172;18;6859;189009;2655;25;783;183410;8070;2917;23;5087;3706;1256;190609;26473;151466;27043;1748;19;1066;1220;2;288;156;82;1675;10162;2226;8440;11437;72460;23786;32500;56910;19257;405843;370;15;18;26;671;483;85261;3645;11412;11;861;34884;1521;1473;1976;32683;239479;1633;5026;23;38661;30862;122;3930;509;3081;24;442;117;1077;163942;1799124;417;23672;34557;257539;823;3623;1510;328;448;9;323;1057;178;6167.046227077431;1386.9789425642243;7265.720994562449;751.3588753024986;127.22579693944417;41.796520031346525;16243.840863133555;7055.647310149655;10002.083756895612;17199.998339449077;6276.5908200657295;173.71884587763972;7140.001013029064;10471.802615810739;92.11819365782425;18163.69894265612;274992.9623904136;17.218808035169154;13837.546669362358;27600.39318196273;17085.06986437364;1301.1201786151987;271.5850943497229;86.91478366578747;1752.2141446513149;151.20807617465198;905.4291299979465;19.864419576815433;5757.2073101679225;154900.578787933;649.1563240837455;74.43210674971118;568.5900092663117;171638.09842346975;3981.834024091466;3459.109715572472;21.012695271145187;2237.922553642309;1566.651162727204;363.43510217030683;158958.11211442496;19476.398946365844;154598.62683322633;9735.364921647722;2708.1361558223666;19.07904235891164;1123.1514142721367;1920.9334930688367;0.0;277.2966228944693;248.94625029501026;84.79183685354741;1465.2888945275165;3871.408134998346;2907.65984145246;7976.239714523731;7064.043315526856;51231.54102930499;18159.597683129436;30923.08599069324;24616.576323941725;16165.040919391162;150545.71603640198;535.0314059101289;14.943113305197278;18.575615916866102;23.718787915729813;611.3640066523725;39.58323791237736;41284.07650966624;1835.2329589509195;9574.924149372688;34.932845519581505;65.12145522547368;15151.752176955419;1306.8539753814584;1592.3125798599458;353.1151825071238;30775.350373122954;228519.7638214066;932.7085115264426;495.3542538955472;98.37835468570049;35478.75257078833;30855.54060939361;130.01703040085212;0.0;217.39602076725464;3025.628260340912;10.97934750264295;252.83603883970352;292.3298704437084;1208.3103262087093;3027.4967561556227;1632302.8745522893;219.75893268218164;12956.825422844175;19058.019588459316;210900.89018485343;756.0223811507251;4007.637455494113;1690.1820479598093;402.1261139804473;1489.8055596792578;7.701991754838407;36.970295829254276;413.42647391812636;177.3297892151818
6/1/20;15750;1143;9513;765;86;26;17415;9492;7221;16733;5662;102;11871;49534;92;43403;526447;16;17572;39098;26384;2582;1306;39;1870;293;1257;18;6885;189348;2655;25;794;183594;8070;2918;23;5336;3844;1339;198370;26940;154445;27762;1817;19;1066;1233;2;296;168;82;1678;10578;2315;8446;12223;76398;24165;32700;58433;19398;414328;377;15;18;26;671;484;87142;3739;11430;11;865;35292;1522;1473;2023;34357;239638;1643;5173;44;39309;30871;123;4013;509;3082;24;443;117;1084;164769;1816479;457;24562;35192;258983;825;3702;1662;328;449;9;354;1089;203;6456.15914523243;1419.118617479693;7461.0027721771075;754.7203026097242;132.10900521360355;42.32789032275899;16936.04266327034;7327.145859307021;10094.884369306144;17275.74432152882;6492.05795060605;178.39748057386143;7408.270309414688;11128.059934956025;92.6739509653841;18880.670498745007;289001.1041406837;17.244108480853743;14271.865705368398;28293.765484804662;17802.589006358503;1364.0109410495033;286.46202694384294;88.50086618793343;1761.0870190448472;158.98202799854667;951.4109046839302;19.94896106479774;5819.601253339116;156331.7479609858;683.5816000888777;77.63092166175109;577.6248519897109;172580.0193239322;4161.925768700491;3494.4411776067013;21.13747086591317;2365.099481592096;1622.175765427622;379.3802793279954;168069.5473012216;20100.167079825784;156823.09515644767;10143.555183944714;2803.953098290046;19.101270244234378;1131.9844037483933;1964.9361042331416;0.0;286.57210649905414;260.84141202146947;84.91174177882121;1475.7623249737962;4064.963726943854;2982.594799974702;8008.16709083066;7424.88684963506;53480.39812459429;18520.40068828968;31281.884627006984;25649.24096898099;16484.595237796;157498.694691954;550.5386447240118;14.993836438652398;18.652466670127833;24.025889867608882;616.2208349413979;41.422177889695895;43157.48449431616;1902.8323935662252;9761.51520548045;35.70038709337122;67.89936671623222;15685.291080748637;1322.2359946113882;1601.6611074289979;372.9650570043313;32461.517863590332;230053.7442606566;959.4275736716136;528.319276139615;102.9567316175609;36245.59593401871;30969.127444701957;134.37055488890306;0.0;224.8671828440195;3034.241600306372;11.313380585038583;258.78682300101696;297.7940695963794;1222.1030738248764;2649.5887858971128;1666019.6078930798;226.09968144200823;13377.414485597466;19635.576613398258;213779.6476469189;762.260038992745;4139.1283551192;1762.7305865290114;405.71119309349;1541.1958153421076;7.78078174087031;39.72103074072993;432.98766406842753;186.4869453373036
