date;Afghanistan;Albania;Algeria;Andorra;Angola;Antigua and Barbuda;Argentina;Armenia;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Brazil;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Eswatini;Ethiopia;Fiji;Finland;France;Gabon;Gambia;Georgia;Germany;Ghana;Greece;Grenada;Guatemala;Guinea;Guinea-Bissau;India;Indonesia;Iran;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Nigeria;North Macedonia;Norway;Oman;Pakistan;Poland;Portugal;Qatar;Romania;Russia;Rwanda;Saint Kitts and Nevis;Saint Lucia;Saint Vincent and the Grenadines;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovakia;Slovenia;Somalia;South Africa;Spain;Sri Lanka;Sudan;Suriname;Sweden;Switzerland;Syria;Tajikistan;Tanzania;Thailand;Timor-Leste;Togo;Trinidad and Tobago;Tunisia;Turkey;US;Uganda;Ukraine;United Arab Emirates;United Kingdom;Uruguay;Uzbekistan;Venezuela;Vietnam;West Bank and Gaza;Western Sahara;Yemen;Zambia;Zimbabwe;Afghanistan_fitted;Albania_fitted;Algeria_fitted;Andorra_fitted;Angola_fitted;Antigua and Barbuda_fitted;Argentina_fitted;Armenia_fitted;Australia_fitted;Austria_fitted;Azerbaijan_fitted;Bahamas_fitted;Bahrain_fitted;Bangladesh_fitted;Barbados_fitted;Belarus_fitted;Brazil_fitted;Dominica_fitted;Dominican Republic_fitted;Ecuador_fitted;Egypt_fitted;El Salvador_fitted;Equatorial Guinea_fitted;Eritrea_fitted;Estonia_fitted;Eswatini_fitted;Ethiopia_fitted;Fiji_fitted;Finland_fitted;France_fitted;Gabon_fitted;Gambia_fitted;Georgia_fitted;Germany_fitted;Ghana_fitted;Greece_fitted;Grenada_fitted;Guatemala_fitted;Guinea_fitted;Guinea-Bissau_fitted;India_fitted;Indonesia_fitted;Iran_fitted;Kuwait_fitted;Kyrgyzstan_fitted;Laos_fitted;Latvia_fitted;Lebanon_fitted;Lesotho_fitted;Liberia_fitted;Libya_fitted;Liechtenstein_fitted;Lithuania_fitted;Nigeria_fitted;North Macedonia_fitted;Norway_fitted;Oman_fitted;Pakistan_fitted;Poland_fitted;Portugal_fitted;Qatar_fitted;Romania_fitted;Russia_fitted;Rwanda_fitted;Saint Kitts and Nevis_fitted;Saint Lucia_fitted;Saint Vincent and the Grenadines_fitted;San Marino_fitted;Sao Tome and Principe_fitted;Saudi Arabia_fitted;Senegal_fitted;Serbia_fitted;Seychelles_fitted;Sierra Leone_fitted;Singapore_fitted;Slovakia_fitted;Slovenia_fitted;Somalia_fitted;South Africa_fitted;Spain_fitted;Sri Lanka_fitted;Sudan_fitted;Suriname_fitted;Sweden_fitted;Switzerland_fitted;Syria_fitted;Tajikistan_fitted;Tanzania_fitted;Thailand_fitted;Timor-Leste_fitted;Togo_fitted;Trinidad and Tobago_fitted;Tunisia_fitted;Turkey_fitted;US_fitted;Uganda_fitted;Ukraine_fitted;United Arab Emirates_fitted;United Kingdom_fitted;Uruguay_fitted;Uzbekistan_fitted;Venezuela_fitted;Vietnam_fitted;West Bank and Gaza_fitted;Western Sahara_fitted;Yemen_fitted;Zambia_fitted;Zimbabwe_fitted
8/18/20;37599;7654;39444;1005;1966;93;305966;41846;23989;23829;34474;1424;47581;282344;153;69673;3407354;18;87123;102941;96753;23462;4821;304;2200;3989;32722;28;7776;256534;8270;2116;1351;228120;42993;7472;24;63847;8715;2117;2767253;143043;347835;77470;42146;22;1323;9758;946;1282;9068;97;2474;49895;12970;10111;83418;289832;57876;54448;115661;72208;930276;2577;17;26;58;702;885;301323;12305;29890;127;1959;55938;2922;2456;3257;592144;364196;2902;12485;3216;81972;38449;1844;8131;509;3382;25;1173;629;2314;251805;5483388;1603;96653;64906;322177;1485;36352;35697;989;17306;10;1889;9981;5378;42486.50669242536;7474.795853314439;39123.515194381616;1068.7437752716266;1938.936280543906;89.93433094268713;315211.82323413814;46481.474860439965;20746.661701999918;24331.292983521977;37302.490620457866;1417.9057987234435;53068.36615844813;335552.6214128833;146.85021831389133;76129.70374202523;3626644.6820462914;19.336522659883737;88322.71646840185;106458.082209576;108073.40951499171;24451.09042531313;5503.812452286472;302.48553799006555;2300.9780297447455;4101.843240462499;7925.536131554277;27.462855135137993;8056.572146116666;288578.3233374657;9553.504642237624;1770.4960175068559;1454.8733764528554;232918.38099785594;46178.97758045081;7718.590126668529;24.10845552022422;72490.52307475699;9528.22708358866;2399.7187444825063;1432610.8109017455;152035.19667578288;349524.50473336683;88788.33940528551;3584.3940040652155;20.91724394612592;1162.462069988362;11493.50388258029;0.0;1377.1456738379559;8784.904327678107;94.7828702348255;2569.7696490806834;57126.03768694434;13342.75315298881;10361.369203189312;95372.39155474977;320663.21314275806;60221.45645968069;56476.79747411514;127360.95357659839;70073.92389073422;1023418.2398302112;2984.7247957899426;17.021588182090003;25.198193231083305;55.88014395753797;717.8992169835183;930.0791210733548;336110.25319485576;13488.376464283054;29412.563849106216;128.49433311585443;1530.1627155433782;59973.38567012659;3293.8047795532284;2526.7879833652523;3687.5781537309767;641457.5493284448;383748.6153256788;3192.03872351447;15310.865624892669;2793.927845698737;86291.53385638568;38757.37577694299;1714.80894192478;0.0;504.51714585542135;3388.107958304671;26.468557229955053;1226.9142934677318;1054.5525785597774;2961.525644761486;0.07268288015253993;5396216.534651993;2079.055954724181;106356.17518341896;72500.39456432273;335137.019310552;1443.7892718480161;34724.90995798198;6815.585257342009;810.699418958854;17365.082079774245;10.282798239209502;2369.453922345345;9738.059644961788;5491.290430731289
8/19/20;37599;7812;39847;1024;2015;94;312659;42056;24236;24084;34620;1531;47950;285091;155;69801;3456652;18;88127;104475;96914;23717;4892;304;2207;4058;34058;28;7805;256534;8319;2288;1361;229706;43094;7684;24;64881;8792;2117;2836925;144945;350279;78145;42325;22;1326;10347;946;1282;9463;98;2496;50488;13076;10162;83606;290445;58611;54701;115956;73617;935066;2644;17;26;58;704;885;302686;12446;30048;132;1961;56031;3022;2493;3265;596060;370867;2902;12546;3295;82323;38760;1927;8166;509;3382;25;1190;686;2427;253108;5529824;1656;98658;65341;323008;1493;37112;36868;994;17606;10;1892;10218;5643;41963.012532654975;7614.520960863223;39609.148336722246;1073.5167509089197;1991.6715487807435;90.459998218718;323933.02856794506;46457.13760554554;20939.151405482942;24438.25422117507;37422.040922307315;1456.0931166350729;53297.435854153955;336377.15648483735;147.69983878182558;75211.68672341248;3655671.043816803;19.36493476290869;89234.6714061994;107038.86888122182;107402.33191893724;24764.33054214416;5509.379504859552;306.21257940874386;2304.7933293392516;4180.531466309411;7813.955549604669;27.57105927359631;8031.581678166929;290391.64199484745;9507.570399293001;1833.0965339073277;1464.3853088134395;233408.2144501818;46349.22064441575;7797.383010615124;24.042533098972005;73470.50447447518;9544.694411789707;2375.7846525161885;1419698.4491543265;154427.30128830078;351397.41781635187;89055.23855756989;3477.804197427939;20.941612688150478;1154.1468048996078;11756.675239619923;0.0;1375.9888022492862;9146.603323299747;94.91629267424506;2588.0719850460428;57238.779757137956;13465.255945276765;10387.832001908238;95176.23884474409;318313.5207628791;60737.93208397786;56638.50308664701;126046.85003934536;71269.06316919194;1018384.4085825332;3014.0433782164405;17.017955708828644;25.287922272358077;56.33477474218723;714.8278302694505;953.9723479189001;334897.619226012;13554.05789512229;29614.265212171413;129.56584950062148;1584.6913056820547;59495.82179969093;3332.5736742089566;2541.573804094368;3616.5174285090343;645552.5155445824;386215.01556916366;3181.4865123751165;15147.143946097964;2888.9688530352987;86131.84578860232;38835.83139378895;1770.5419263260887;0.0;494.7165249280538;3387.8933861704045;26.097383579372075;1244.7318104422452;1068.0230366893984;2995.3142172012303;0.06351724555776386;5447124.905932726;2139.043372085631;108116.72107960709;72339.19635668199;334311.5335095172;1455.6105824492056;35336.364652330776;6686.1723128252315;817.9257033734743;17801.691327310928;10.245111292913638;2353.2484471620523;9969.241735615175;5623.906682938387
8/20/20;37856;7967;40258;1024;2044;94;320884;42319;24407;24431;34759;1610;48303;287959;156;69950;3501975;18;89010;105508;97025;23964;4892;306;2227;4110;35836;28;7842;256534;8319;2401;1370;231292;43260;7934;24;65983;8876;2149;2905825;147211;352558;78767;42507;22;1327;10952;996;1284;9707;99;2528;50964;13194;10197;83769;290958;59378;54992;116224;74963;939833;2717;17;26;58;704;888;303973;12559;30209;132;1969;56099;3102;2536;3265;599940;377906;2918;12582;3366;82656;39026;2008;8203;509;3389;25;1212;767;2543;254520;5573847;1750;100810;65802;324203;1506;37547;37567;1007;17989;10;1899;10372;5745;41404.44185832168;7755.990715012922;40087.62611721661;1078.3109160213044;2045.0702993555099;90.97798306140419;332732.66384669265;46396.83353209598;21133.42704008223;24545.682804979646;37517.93711186975;1495.3089020728335;53488.809482242505;336700.4893630079;148.55379514976056;74249.45034362732;3683068.519295102;19.393388613151558;90113.40828098738;107583.49739026402;106646.52303599431;25055.166635388712;5506.927362439608;309.94683251640816;2308.504699286605;4255.993626150608;7694.700022057103;27.67956069238218;8005.196095862434;292202.72105482675;9449.014175464781;1897.344985849065;1473.7102146889843;233888.31878162245;46474.052435083984;7876.979385420518;23.97414833667745;74360.90305151703;9554.468550611318;2349.737484934212;1406010.961830281;156793.80152354625;353230.3022321364;89246.98016599588;3372.554713278082;20.966009810299777;1145.6940241932612;12025.869466123135;0.0;1373.9111210941664;9520.46251043137;95.04989473955392;2606.503577409082;57284.8347518034;13584.07038492865;10414.149329130521;94869.3880281311;315737.36446305;61245.573850872715;56793.12933425588;124647.7627200924;72480.05530498484;1012734.3381905768;3042.320585563281;17.01351731722051;25.377757383915604;56.78814575120043;711.661159015518;977.7490411053112;333409.7357182654;13610.242908632774;29810.345391872605;130.60995546494897;1640.7121059396331;58982.6479490633;3371.798886988996;2556.445364297047;3541.948361887447;648969.9265151104;388695.5078701084;3169.2381658303216;14956.036644045755;2985.756831643848;85942.51424191991;38913.557733470414;1828.024271715947;0.0;484.7872656676945;3387.5503712330833;25.71586599131475;1262.5420975528596;1081.528988373733;3029.4879588655695;0.055507438108625684;5497818.096583866;2200.7616172242524;109861.72310197007;72139.25934197765;333422.9995824753;1467.527101186294;35943.93025792971;6553.510136026344;825.2163761551448;18243.970306374955;10.205697179227677;2331.2564488817934;10197.514554281106;5753.893961065311
8/21/20;37894;8119;40667;1045;2068;94;329043;42477;24602;24762;34921;1703;48661;290360;157;70111;3532330;18;89867;106481;97148;24200;4926;306;2244;4128;37665;28;7871;271960;8388;2437;1385;233029;43325;8138;24;66941;8932;2149;2975701;149408;354764;79269;42703;22;1330;11580;1015;1285;10121;99;2564;51304;13308;10275;83769;291588;60281;55211;116481;76355;944671;2780;17;26;58;704;891;305186;12689;30378;132;1972;56216;3225;2574;3265;603338;386054;2941;12623;3460;82954;39332;2073;8241;509;3390;25;1239;864;2607;255723;5622470;1848;102948;66193;325263;1516;38074;38219;1009;18313;10;1906;10627;5815;40813.03293032641;7899.189537085573;40558.40512396445;1083.1263635439554;2099.0886342153253;91.48805633521374;341600.55854157405;46300.84292399806;21329.50517556808;24653.58075180952;37589.9847224835;1535.5808537370222;53642.04049459175;336526.1861634378;149.41210238373378;73245.86341959865;3708850.073732195;19.421884271950695;90957.46442328827;108091.29350379133;105808.83233005257;25322.464650776892;5496.4797396099575;313.68697238111935;2312.11145492095;4327.919772123681;7568.32088599903;27.788359037264684;7977.43524988766;294011.3138321733;9378.169632519941;1963.2398548780325;1482.8421936867783;234358.62327911638;46553.114734589435;7957.38742736339;23.903330839688746;75157.36361959469;9557.529292842288;2321.679134342746;1391601.3186085983;159131.625965612;355022.331286145;89363.20661318097;3268.772007930309;20.99043534560204;1137.1090960665433;12301.224263012758;0.0;1370.9185656956047;9906.645880208782;95.18367664902583;2625.0653232983495;57264.226991414514;13699.041085407469;10440.319238328688;94453.79118933051;312944.3916685779;61743.99655488482;56940.6040636532;123168.36319746095;73706.9428939788;1006492.1447673513;3069.5098896672794;17.008273856250007;25.467696667798577;57.2401270016389;708.4010806037347;1001.3519989756596;331653.86842280807;13656.78316158535;30000.636119229373;131.6255546156716;1698.2301810811405;58435.29874897912;3411.4857887622466;2571.403151956143;3464.248875645478;651704.7614472827;391190.14984022314;3155.3211343691955;14739.054368686811;3084.2018032259584;85723.87467721628;38990.54835525162;1887.3067412684943;0.0;474.7512182709974;3387.078984731424;25.324836135934966;1280.3336937834276;1095.065722936366;3064.05125285321;0.04850770282204669;5548289.315163952;2264.260631466667;111588.90040543891;71901.12249696825;332472.36194181367;1479.5395686350275;36546.80849600338;6418.008072289534;832.5720105900426;18691.669585716794;10.164584100958894;2303.7026243470564;10422.245625970576;5880.793694297403
8/22/20;37953;8275;41068;1045;2134;94;336802;42616;24811;25062;35105;1765;49038;292625;158;70285;3582362;19;90561;107089;97237;24420;4926;306;2265;4189;39033;28;7906;275562;8388;2437;1394;233861;43325;8381;24;67856;8932;2149;3044940;151498;356792;79957;42889;22;1333;12191;1015;1286;10437;99;2594;51905;13458;10299;83769;292174;61181;55452;116765;77544;949531;2889;17;26;58;704;892;306370;12850;30548;132;1980;56266;3316;2617;3269;607045;386054;2947;12682;3569;83114;39627;2143;8277;509;3390;26;1275;930;2738;257032;5667070;2166;105337;66617;326595;1521;38532;38957;1014;18476;10;1907;10831;5893;40191.08839929275;8044.099895261089;41020.94169713394;1087.963186809407;2153.6789091406877;91.98999029471864;350525.9220924373;46169.55435251448;21527.402535423582;24761.95008703023;37638.050365808456;1576.937416108872;53756.79171520672;335860.7075836129;150.2747754499843;72203.83407782813;3733032.1330051087;19.45042180073443;91765.42433760138;108561.63403993218;104892.32372583213;25565.172423741362;5478.106527118751;317.4316380358472;2315.612929943507;4396.006786132255;7435.386131027821;27.8974539410047;7948.319851926317;295817.1717721615;9295.4315578705;2030.7754407377522;1491.7754135341156;234819.05894053858;46586.23075927492;8038.615395558769;23.83011112726732;75855.99605585603;9553.875358269353;2291.717196720032;1376521.8455105629;161437.6789150449;356772.69788785814;89403.81723681765;3166.570431718747;21.01488932712382;1128.3974059071495;12582.880468812877;0.0;1367.0194795813236;10305.295674320172;95.31763862113148;2643.7581258424907;57177.29025636838;13810.015926530135;10466.339786975648;93931.87781160846;309944.65826163586;62232.81792960732;57080.858710777495;121613.4448760443;74949.76163498728;999682.6935910824;3095.5659723945596;17.00222632857933;25.557738210832206;57.69058698579664;705.0495136283253;1024.7218584068714;329638.0234056459;13693.557613040082;30184.972849283895;132.61156726748968;1757.247357000738;57855.27059437219;3451.639813593366;2586.4476577411924;3383.798363983249;653754.9987939555;393698.9990259378;3139.766259663928;14497.862957370202;3184.202469493541;85476.30048561358;39066.7968664956;1948.4412860867192;0.0;464.62965590782517;3386.4793170954617;24.925126033708764;1298.0948349645323;1108.6283910627203;3099.008531961179;0.04239066509621096;5598532.139795323;2329.5917959334333;113295.94345409355;71625.40205583336;331460.6035499444;1491.6487306959748;37144.18520516859;6280.069156992088;839.9931850607962;19144.51807812879;10.121801290362407;2270.862168798562;10642.788944285976;6004.141635745683
8/23/20;37999;8427;41460;1045;2171;94;342154;42792;24915;25253;35274;1784;49330;294598;161;70468;3605783;19;91161;107769;97340;24622;4926;306;2272;4225;40671;28;7920;280459;8388;2685;1411;234494;43505;8664;24;68188;8967;2149;3106348;153535;358905;80528;43023;22;1337;12698;1015;1286;10437;99;2635;52227;13595;10323;83769;293261;61762;55597;117008;78505;954328;3089;17;26;58;704;892;307479;12949;30657;132;1992;56353;3356;2651;3269;609773;386054;2953;12836;3607;83171;39903;2217;8311;509;3395;26;1277;1007;2818;258249;5701645;2263;107379;67007;327643;1527;38946;39564;1016;18802;10;1911;11082;5930;39540.95834425179;8190.702243931273;41474.693097853466;1092.8214795491508;2208.7896621315767;92.48355871913498;359497.3576241886;46003.460977710805;21727.13599826727;24870.792844512333;37662.0619722507;1619.407799440737;53832.83700755319;334713.2683416905;151.14182927406227;71126.29385446847;3755634.306218238;19.479001261021168;92535.92536423322;108993.94845200406;103900.2537325147;25782.328042878;5451.923067141065;321.1794328794917;2319.0084766671143;4459.960845906593;7296.475450963812;28.006845023252104;7917.871450815158;297620.0445769005;9201.251314018567;2099.9415729685047;1500.5041166692677;235269.55851498034;46573.405135989145;8120.67163278801;23.75452060415756;76453.41645579391;9543.524325489449;2259.964171790175;1360824.032661969;163708.849973565;358480.61531060265;89368.96879220504;3066.0525693412083;21.039371787970055;1119.5643532755882;12870.982133798603;0.0;1362.2245713623092;10716.529954434754;95.45178087453843;2662.5828942070007;57024.66233327057;13916.846527966129;10492.209036876116;93306.52759144675;306748.5686830955;62711.65951830821;57213.8283754616;119987.89645550615;76208.54006987921;992331.4539433988;3120.4448764080203;16.995375888825563;25.647880081718064;58.13939272617436;701.6084156824766;1047.7973186038787;327370.8876901516;13720.473040585599;30363.195009864092;133.56693272709052;1817.7619633307959;57244.11306912016;3492.2664596732316;2601.5793749817526;3300.9744648574388;655121.5830106263;396222.11290377955;3122.607635354461;14234.257584703946;3285.6458736748027;85200.20177987327;39142.296923817434;2011.4810554475857;0.0;454.44321136597677;3385.751478146358;24.517564043362285;1315.813463209167;1122.2120058354003;3134.364279242962;0.0370450132913535;5648540.518200692;2396.8079738637143;114980.52028795576;71312.78830422736;330388.745755844;1503.8553386256347;37735.23215283096;6140.088123490792;847.4804830917044;19602.222527519803;10.077378964427297;2233.0550774451226;10858.488209207124;6123.471074270774
8/24/20;38054;8605;41858;1060;2222;94;350867;42825;25053;25495;35426;1798;49719;297083;161;70645;3622861;20;91608;108289;97478;24811;4926;306;2275;4304;42143;28;7938;282414;8409;2585;1421;236122;43622;8819;24;68533;9076;2149;3167323;155412;361150;80960;43126;22;1337;13155;1015;1290;11009;100;2673;52548;13673;10395;84509;293261;62310;55720;117266;79330;959016;3306;17;26;58;704;892;308654;13013;30714;132;1997;56404;3424;2665;3269;611450;405436;2959;12903;3632;83353;40060;2293;8346;509;3402;26;1295;1099;2893;259692;5739536;2362;109234;67282;328620;1533;39348;40338;1022;19213;10;1916;11148;6070;38865.02364377857;8338.975014415153;41919.11867358572;1097.7013358952415;2264.3655715909085;92.96853727848857;368502.87975182483;45803.15775929352;21928.722599288547;24980.111066127418;37662.00916905902;1663.022001615276;53870.06280618616;333095.6730530372;152.0132787395336;70016.18360102699;3776679.1088534826;19.50762271441954;93267.66149072733;109387.72007265667;102836.04896893888;25973.068391131106;5418.0885051504465;324.92892512320816;2322.297465019733;4519.500086640758;7152.175425765653;28.116531890442477;7886.112398190877;299419.6802280344;9096.131747947786;2170.7232630692465;1509.0226277337342;235710.05649712903;46514.82376838969;8203.564566336696;23.676591531836632;76946.78250871708;9526.512416948877;2226.536588093699;1344558.3673438996;165942.02246506215;360145.3179639996;89259.07044367575;2967.309643894026;21.063882761284106;1110.6153380241885;13165.676593456754;0.0;1356.546877504465;11140.439845362203;95.58610362810673;2681.540543631145;56807.278400350755;14019.388682342122;10517.925054502732;92581.03838708127;303366.8080971715;63180.14736818047;57339.45187624642;118296.67340890158;77483.29930027266;984464.3649290311;3144.1041261295404;16.987723843010944;25.73812032879453;58.586409864720565;698.0797808743423;1070.515398682066;324861.76009419543;13737.464699424425;30535.146504466415;134.49061154677327;1879.768564055006;56603.42129568323;3533.3712899934762;2616.798799701782;3216.1497911318447;655808.3413341045;398759.54887567536;3103.882452291189;13950.136079332678;3388.4071141374584;84896.02459480698;39217.0422342401;2076.480411287508;0.0;444.2118146913686;3384.8955970520874;24.10297196558377;1333.4772373601227;1135.8114440603854;3170.1230285726265;0.032373472809664794;5698308.766170886;2465.9635533752594;116640.28203778582;70964.04223793764;329257.84427506156;1516.1601490676167;38319.10895022013;5998.449508868494;855.034493394367;20064.46707580117;10.031348291783432;2190.639759618089;11068.68009470807;6238.3160674535075
8/25/20;38070;8759;42228;1060;2283;94;359638;42936;25204;25706;35559;1813;50076;299628;164;70727;3669995;20;92217;109030;97619;24986;4926;315;2294;4327;43688;28;7981;285902;8409;2686;1429;237583;43717;8987;24;69651;9128;2149;3224547;157859;363363;81573;43245;22;1342;13687;1049;1295;11281;102;2694;52800;13799;10454;84652;293711;63073;55912;117498;80390;963655;3537;17;26;58;710;892;309768;13056;30820;136;2001;56435;3452;2686;3275;613017;412553;2971;12974;3698;83578;40262;2365;8379;509;3402;26;1309;1252;3069;261194;5777710;2426;110949;67621;329821;1536;39641;41158;1029;19678;10;1924;11285;6196;38165.680059612;8488.894505997883;42353.68087862755;1102.6028503819055;2320.3474092357587;93.4447036699198;377529.9351162382;45569.33709427288;22132.179531695998;25089.90680254451;37637.94304325977;1707.8108287237371;53868.46748887753;331022.1377914212;152.88913868668942;68876.43896246095;3796191.6814036244;19.53628622262853;93959.38856627236;109742.4875358014;101703.28399292668;26136.636291423813;5376.803746658162;328.6786483089795;2325.4792841842445;4574.357023372058;7003.074937834701;28.226514135693368;7853.065827918537;301215.82505451655;8980.621692262912;2243.100390706595;1517.3253610370264;236140.48914938187;46410.850758145505;8287.30270884053;23.59635699917425;77333.82328663064;9502.894365798558;2191.5541793539333;1327774.1487428069;168134.08127064578;361766.0621353632;89074.78031858134;2870.421920494351;21.08842228024779;1101.5557566403531;13467.114542788384;0.0;1350.001669673791;11577.086661143867;95.72060710085348;2700.6319954650476;56526.35828903665;14117.502668671541;10543.485911336875;91759.094634078;299810.2813859602;63637.91259947124;57457.67181375072;116544.77098875381;78774.05271159788;976107.712332342;3166.502905115564;16.979271648061875;25.82845698207753;59.031502710637355;694.4656362759057;1092.8117001361802;322120.4831671073;13744.496550196249;30700.67592073955;135.381587839821;1943.2576715977095;55934.82822861072;3574.95993285862;2632.1064306338635;3129.6890806225333;655821.8853988309;401311.36426418094;3083.6308320752214;13647.472519189329;3492.349040692584;84564.24893153741;39291.0265563529;2143.494930627552;0.0;433.95464189883427;3383.911822276093;23.68216253508309;1351.0735408883504;1149.421447623281;3206.2893652149983;0.028291033530457168;5747831.568412523;2537.114491309866;118272.86902373433;70579.99183677306;328068.9876212867;1528.5639240838955;38894.9647841392;5855.526177565916;862.6558099137297;20530.9129763432;9.983741382311273;2144.0061138577576;11272.69833228632;6348.214932451654
8/26/20;38113;8927;42619;1098;2332;94;370188;43067;25322;26033;35707;1923;50393;302147;165;70974;3717156;20;92557;110549;97825;25140;4928;315;2311;4387;45221;28;8002;291374;8468;2708;1436;239010;43769;9280;24;70714;9167;2205;3310234;160165;365606;82271;43358;22;1360;14248;1051;1298;11834;102;2726;53021;13914;10504;84818;294193;63802;56274;117742;81646;968297;3625;17;26;58;710;892;310836;13186;30974;136;2003;56495;3536;2722;3275;615701;419849;2984;12974;3724;83824;40645;2440;8413;509;3404;26;1326;1411;3206;262507;5821819;2524;112653;68020;330967;1543;39964;41965;1034;20155;10;1930;11376;6251;37445.3230149074;8640.434821076198;42777.84701050413;1107.5261179471559;2376.672062511791;93.911837820354;386565.4306418141;45302.78335905637;22337.52414839305;25200.182113273684;37589.9756490542;1753.8059158750073;53828.160916113884;328509.07825470367;153.769423911255;67709.97738839031;3814199.530451317;19.564991847437582;94609.9294794468;110057.84595673064;100505.65815047035;26272.38693619242;5328.309033339635;332.4271018250023;2328.553343074407;4624.281113647307;6849.760760689549;28.33679133870011;7818.755636486735;303008.22380224365;8855.310229566054;2317.0474213840066;1525.4068258906611;236560.79452359056;46262.024911238324;8371.89465922389;23.513850910229166;77612.86141945719;9472.743053590826;2155.139043601467;1310519.3784177492;170281.9218302461;363342.12685979175;88817.00061150294;2775.459178393215;21.11299037808145;1092.3909959593334;13775.450112208468;0.0;1342.6063703813006;12026.499118107284;95.85529151201999;2719.858177206947;56183.395096405955;14211.0537071358;10568.889682546622;90844.72829237148;296090.0542331517;64084.591895608406;57568.43462693602;114737.19805211826;80080.80580921743;967287.9940051159;3187.602205427343;16.970020911248756;25.918888053255735;59.47453430605217;690.7680413635221;1114.620733907818;319157.3761885925;13741.561485992843;30859.63679065774;136.2388715308687;2008.2154688138817;55239.99650289872;3617.0380828147563;2647.502769232638;3041.9466248259923;655171.4985447576;403877.61630763515;3061.8956504684293;13328.290669387345;3597.3221016045686;84205.38717803401;39364.24370147242;2212.5814099986264;0.0;423.6900725359534;3382.800321518854;23.255935992303844;1368.589498212846;1163.0366238456313;3242.8679264511693;0.02472340775184754;5797103.975798327;2610.3183610286787;119875.91824589862;70161.52823315725;326823.2952352973;1541.0674311861342;39461.94114685601;5711.677770084754;870.3450318745497;21001.198371905848;9.934591179541293;2093.568395615077;11469.8775108916;6452.71392844024
8/27/20;38129;9083;43016;1098;2415;94;380292;43270;25448;26361;35844;2020;50756;304583;165;71165;3761391;20;92964;111219;98062;25284;4928;317;2325;4433;46407;28;8019;297485;8468;2743;1447;240571;43841;9531;24;71856;9213;2205;3387500;162884;367796;82945;43459;22;1366;14937;1051;1298;12274;105;2762;53317;14004;10542;85005;294638;64689;56673;117988;83150;972972;3672;17;26;60;710;894;311855;13294;31099;136;2013;56572;3626;2755;3275;618286;429507;2986;13045;3793;83958;41006;2504;8449;509;3410;27;1326;1429;3323;263998;5867785;2679;114663;68511;332509;1551;40447;42898;1036;20677;10;1933;11601;6292;36706.33299738;8793.567814286962;43191.09042829579;1112.4712339344126;2433.272512284546;94.36972209370826;395595.7648569533;45004.3684763963;22544.773963652766;25310.939066474635;37518.27923903115;1801.0397500171289;53749.364251198705;325574.8826915276;154.654149163099;66519.68543684387;3830732.259059783;19.593739650726757;95218.17739417768;110333.44837984786;99246.97306595214;26379.793390702267;5272.881123321551;336.1727510821644;2331.5190701355646;4669.041075959939;6692.8134598085535;28.447363065631144;7783.206408714886;304796.6197055552;8720.82062594604;2392.5330568301774;1533.2616360761256;236970.91248241934;46069.05445132136;8457.349103693146;23.429107944319384;77782.82927966624;9436.148924121779;2117.4148216195135;1292840.6365338902;172382.4600410513;364872.81502911984;88486.86709217349;2682.4811888976337;21.137587088043965;1083.1264315836065;14090.840948034423;0.0;1334.3804521276213;12488.670423115447;95.99015708105405;2739.220022542129;55780.13819737335;14299.912383058525;10594.1344425886;89842.28245901935;292217.2926068217;64519.82778207616;57671.690644202215;112878.95309671461;81403.55578825033;958031.804829399;3207.3649657509754;16.95997338956664;26.00941153568775;59.915366494758246;686.9890852861397;1135.8762566811233;315983.16450368357;13728.681285176192;31011.887890068567;137.0615005834544;2074.6235541054975;54520.61083497092;3659.611501427677;2662.9883196882906;2953.264004300735;653868.9821853354;406458.3621552402;3038.722352149719;12994.638671016675;3703.164234963221;83819.98274391663;39436.68753480606;2283.7978557933498;0.0;413.4356493506158;3381.5612816523067;22.825078077025285;1386.0119883324114;1176.651449312302;3279.8634022396745;0.02160567591210184;5846121.402764603;2685.6343971217843;121447.06990552325;69709.60170268116;325521.9165325763;1553.6714433615887;40019.17408093589;5567.249574410856;878.1027638282832;21474.938070301658;9.883931430090763;2039.7578570067865;11659.557130273699;6551.370827248731
